ID,county,township,name,address,vaccineCnt
55,新北市,中和區,衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉,新北市中和區中正路２９１號,"{""BNT"": 500, ""AZ"": 500}"
56,臺北市,萬華區,財團法人台灣省私立台北仁濟院附設仁濟醫院,臺北市萬華區廣州街２００．２４３號,"{""BNT"": 500, ""AZ"": 500}"
57,臺北市,萬華區,同仁院醫療財團法人萬華醫院,臺北市萬華區中華路２段６０６巷６號,"{""BNT"": 500, ""AZ"": 500}"
58,基隆市,暖暖區,醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,基隆市暖暖區源遠路２９號,"{""BNT"": 500, ""AZ"": 500}"
59,新北市,新莊區,財團法人台灣省私立台北仁濟院附設新莊仁濟醫院,新北市新莊區中環路１段２８號,"{""BNT"": 500, ""AZ"": 500}"
60,宜蘭縣,羅東鎮,財團法人羅許基金會羅東博愛醫院,宜蘭縣羅東鎮南昌街８１、８３號及站前南路６１、６３號,"{""BNT"": 500, ""AZ"": 500}"
61,臺北市,松山區,博仁綜合醫院,臺北市松山區光復北路６６、６８號,"{""BNT"": 500, ""AZ"": 500}"
62,臺北市,松山區,培靈醫院,臺北市松山區八德路４段３５５號,"{""BNT"": 500, ""AZ"": 500}"
63,臺北市,松山區,松山醫院,臺北市松山區南京東路５段３２４號,"{""BNT"": 500, ""AZ"": 500}"
64,臺北市,大安區,秀傳醫院,臺北市大安區光復南路１１６巷１、３、５號１－４樓及地下１樓,"{""BNT"": 500, ""AZ"": 500}"
65,臺北市,中山區,協和婦女醫院,臺北市中山區松江路８５巷５號９３巷６號,"{""BNT"": 500, ""AZ"": 500}"
66,臺北市,中山區,泰安醫院,臺北市中山區民權東路２段９２巷２－１號（地下１樓至地上６樓）,"{""BNT"": 500, ""AZ"": 500}"
67,臺北市,南港區,資生堂醫院,臺北市南港區新民街６４號,"{""BNT"": 500, ""AZ"": 500}"
68,臺北市,信義區,仁康醫院,臺北市信義區基隆路２段１３１－２４號,"{""BNT"": 500, ""AZ"": 500}"
69,臺北市,中正區,郵政總局郵政醫院,臺北市中正區福州街１４號,"{""BNT"": 500, ""AZ"": 500}"
70,臺北市,萬華區,西園醫院,臺北市萬華區西園路２段１８５、１８７、１８９、２６６號,"{""BNT"": 500, ""AZ"": 500}"
71,臺北市,文山區,景美醫院,臺北市文山區羅斯福路６段２８０號,"{""BNT"": 500, ""AZ"": 500}"
72,基隆市,中正區,新昆明醫院,基隆市中正區中正路３０號,"{""BNT"": 500, ""AZ"": 500}"
73,基隆市,中正區,維德醫院,基隆市中正區調和街２１０號,"{""BNT"": 500, ""AZ"": 500}"
74,基隆市,安樂區,南光神經精神科醫院,基隆市安樂區基金一路９１號,"{""BNT"": 500, ""AZ"": 500}"
75,基隆市,安樂區,暘基醫院,基隆市安樂區基金一路１２９巷８號地下１、地下２及１至５樓,"{""BNT"": 500, ""AZ"": 500}"
76,新北市,板橋區,板新醫院,新北市板橋區中正路１８９號,"{""BNT"": 500, ""AZ"": 500}"
77,新北市,板橋區,蕭中正醫院,新北市板橋區南雅南路１段１５－１，１７，１９號,"{""BNT"": 500, ""AZ"": 500}"
78,新北市,板橋區,板橋中興醫院,新北市板橋區忠孝路１５號,"{""BNT"": 500, ""AZ"": 500}"
79,新北市,板橋區,板橋國泰醫院,新北市板橋區忠孝路５，７，９，１１號１－３樓,"{""BNT"": 500, ""AZ"": 500}"
80,新北市,板橋區,德全醫院,新北市板橋區民權路５號１－２樓、７號１、２、４樓、９號,"{""BNT"": 500, ""AZ"": 500}"
81,新北市,三重區,宏仁醫院,新北市三重區三和路２段１８６－１９６號,"{""BNT"": 500, ""AZ"": 500}"
82,新北市,三重區,三重中興醫院,新北市三重區中興北街２１號,"{""BNT"": 500, ""AZ"": 500}"
83,新北市,三重區,祐民醫院,新北市三重區重新路２段２、６號，地下１層至地上９層,"{""BNT"": 500, ""AZ"": 500}"
84,新北市,永和區,永和復康醫院,新北市永和區中和路５７５，５７７號、５７９號１－４樓,"{""BNT"": 500, ""AZ"": 500}"
85,新北市,永和區,柯瑞祥婦產科醫院,新北市永和區福和路２７８號,"{""BNT"": 500, ""AZ"": 500}"
86,新北市,永和區,永和振興醫院,新北市永和區信義路１８號１至６樓、地下１樓,"{""BNT"": 500, ""AZ"": 500}"
87,新北市,永和區,永和振興醫院,新北市永和區信義路１８號１至６樓、地下１樓,"{""BNT"": 500, ""AZ"": 500}"
88,新北市,永和區,瑞祥婦幼醫院,新北市永和區福和路２７８號２至６樓,"{""BNT"": 500, ""AZ"": 500}"
89,新北市,中和區,中祥醫院,新北市中和區中山路２段１３８號２－４樓１４０號及１４２號,"{""BNT"": 500, ""AZ"": 500}"
90,新北市,中和區,佑林醫院,新北市中和區中山路３段７１，７３號１–４樓,"{""BNT"": 500, ""AZ"": 500}"
91,新北市,中和區,誠泰醫院,新北市中和區連城路４９７號１．２樓，４９９．５０１號１至４樓,"{""BNT"": 500, ""AZ"": 500}"
92,新北市,中和區,怡和醫院,新北市中和區連城路４９號１－４樓,"{""BNT"": 500, ""AZ"": 500}"
93,新北市,中和區,蕙生醫院,新北市中和區中山路２段５５１號地下１樓至地上１至６樓,"{""BNT"": 500, ""AZ"": 500}"
94,新北市,中和區,祥顥醫院,新北市中和區景平路４１２、４１２之１號地上１－５層,"{""BNT"": 500, ""AZ"": 500}"
95,新北市,中和區,怡和醫院,新北市中和區連城路４９號１至４樓,"{""BNT"": 500, ""AZ"": 500}"
96,新北市,新店區,同仁醫院,新北市新店區民權路８９號,"{""BNT"": 500, ""AZ"": 500}"
97,新北市,新店區,宏慈療養院,新北市新店區安泰路１５７號１、２樓,"{""BNT"": 500, ""AZ"": 500}"
98,新北市,新店區,宏濟神經精神科醫院,新北市新店區安忠路５７巷５號,"{""BNT"": 500, ""AZ"": 500}"
99,新北市,新店區,新北仁康醫院,新北市新店區安康路２段３２３號地上１至２樓,"{""BNT"": 500, ""AZ"": 500}"
100,新北市,新莊區,大順醫院,新北市新莊區中正路２１５號１－４樓,"{""BNT"": 500, ""AZ"": 500}"
101,新北市,新莊區,新莊英仁醫院,新北市新莊區大觀街４６－２號,"{""BNT"": 500, ""AZ"": 500}"
102,新北市,新莊區,新泰綜合醫院,新北市新莊區新泰路１５７號,"{""BNT"": 500, ""AZ"": 500}"
103,新北市,新莊區,益民醫院,新北市新莊區中港路１２７號１－４樓,"{""BNT"": 500, ""AZ"": 500}"
104,新北市,樹林區,仁愛醫院,新北市樹林區文化街９號,"{""BNT"": 500, ""AZ"": 500}"
105,新北市,鶯歌區,名恩療養院,新北市鶯歌區鶯桃路２段６２、６４號１－４樓,"{""BNT"": 500, ""AZ"": 500}"
106,新北市,鶯歌區,名恩療養院,新北市鶯歌區鶯桃路２段６２號及６４號１－４樓,"{""BNT"": 500, ""AZ"": 500}"
107,新北市,三峽區,靜養醫院,新北市三峽區中山路４５９巷９２號,"{""BNT"": 500, ""AZ"": 500}"
108,新北市,淡水區,公祥醫院,新北市淡水區英專路２１巷２５、２７號１樓中山路３８、４０號,"{""BNT"": 500, ""AZ"": 500}"
109,新北市,淡水區,長青醫院,新北市淡水區糞箕湖１－５號,"{""BNT"": 500, ""AZ"": 500}"
110,新北市,淡水區,北新醫院,新北市淡水區忠寮里演戲埔腳１－２號,"{""BNT"": 500, ""AZ"": 500}"
111,新北市,淡水區,泓安醫院,新北市淡水區下圭柔山９１巷２號１－４樓地下１樓,"{""BNT"": 500, ""AZ"": 500}"
112,新北市,瑞芳區,瑞芳礦工醫院,新北市瑞芳區一坑路７１之２號,"{""BNT"": 500, ""AZ"": 500}"
113,新北市,土城區,廣川醫院,新北市土城區裕民路２７４、２７６、２７８號,"{""BNT"": 500, ""AZ"": 500}"
114,新北市,土城區,仁安醫院,新北市土城區中央路１段６２．６４號,"{""BNT"": 500, ""AZ"": 500}"
115,新北市,土城區,元復醫院,新北市土城區中央路２段３１８－３２４號１－４樓,"{""BNT"": 500, ""AZ"": 500}"
116,新北市,土城區,恩樺醫院,新北市土城區中央路一段７－１８號１至１０樓,"{""BNT"": 500, ""AZ"": 500}"
117,新北市,蘆洲區,全民醫院,新北市蘆洲區三民路７號１樓,"{""BNT"": 500, ""AZ"": 500}"
118,新北市,蘆洲區,全民醫院,新北市蘆洲區三民路７號,"{""BNT"": 500, ""AZ"": 500}"
119,新北市,泰山區,泰山英仁醫院,新北市泰山區明志路１段３０９號,"{""BNT"": 500, ""AZ"": 500}"
120,新北市,三芝區,台北縣私立台安醫院,新北市三芝區楓子林路４２－５號,"{""BNT"": 500, ""AZ"": 500}"
121,宜蘭縣,蘇澳鎮,建生醫院,宜蘭縣蘇澳鎮蘇西里中山路１段２１８號,"{""BNT"": 500, ""AZ"": 500}"
122,宜蘭縣,礁溪鄉,杏和醫院,宜蘭縣礁溪鄉礁溪路４段１２９號,"{""BNT"": 500, ""AZ"": 500}"
123,臺北市,中正區,天心中醫醫院,臺北市中正區武昌街１段３３號,"{""BNT"": 500, ""AZ"": 500}"
124,臺北市,萬華區,全昌堂傳統中醫醫院,臺北市萬華區漢中街１５４號,"{""BNT"": 500, ""AZ"": 500}"
125,新北市,三重區,天德堂中醫醫院,新北市三重區大同南路３號,"{""BNT"": 500, ""AZ"": 500}"
126,臺北市,松山區,臺北市立聯合醫院附設松山門診部,臺北市松山區八德路４段６９４號１，２樓,"{""BNT"": 500, ""AZ"": 500}"
127,臺北市,大安區,臺北市立聯合醫院附設大安門診部,臺北市大安區辛亥路３段１５號,"{""BNT"": 500, ""AZ"": 500}"
128,臺北市,大同區,臺北市立聯合醫院附設大同門診部,臺北市大同區昌吉街５２號１至２樓,"{""BNT"": 500, ""AZ"": 500}"
129,臺北市,中山區,臺北市立聯合醫院附設中山門診部,臺北市中山區松江路３６７號１樓,"{""BNT"": 500, ""AZ"": 500}"
130,臺北市,內湖區,臺北市立聯合醫院附設內湖門診部,臺北市內湖區民權東路６段９９號１樓,"{""BNT"": 500, ""AZ"": 500}"
131,臺北市,南港區,臺北市立聯合醫院附設南港門診部,臺北市南港區南港路１段３６０號１樓,"{""BNT"": 500, ""AZ"": 500}"
132,臺北市,南港區,臺北市立聯合醫院附設南軟門診部,臺北市南港區園區街３之２號２樓,"{""BNT"": 500, ""AZ"": 500}"
133,臺北市,南港區,臺北市立聯合醫院附設南軟中醫門診部,臺北市南港區園區街３之２號２樓,"{""BNT"": 500, ""AZ"": 500}"
134,臺北市,士林區,臺北市立聯合醫院附設士林門診部,臺北市士林區中正路４３９號１樓,"{""BNT"": 500, ""AZ"": 500}"
135,臺北市,士林區,臺北市立聯合醫院附設士林中醫門診部,臺北市士林區中正路４３９號,"{""BNT"": 500, ""AZ"": 500}"
136,臺北市,北投區,臺北市立聯合醫院附設北投門診部,臺北市北投區新市街３０號５樓,"{""BNT"": 500, ""AZ"": 500}"
137,臺北市,信義區,臺北市立聯合醫院附設信義門診部,臺北市信義區信義路５段１５號,"{""BNT"": 500, ""AZ"": 500}"
138,臺北市,中正區,臺北市立聯合醫院附設中正門診部,臺北市中正區牯嶺街２４號,"{""BNT"": 500, ""AZ"": 500}"
139,臺北市,中正區,臺北市立聯合醫院附設精神科門診,臺北市中正區金山南路１段５號１．２樓,"{""BNT"": 500, ""AZ"": 500}"
140,臺北市,萬華區,臺北市立聯合醫院附設萬華門診部,臺北市萬華區東園街１５２號,"{""BNT"": 500, ""AZ"": 500}"
141,臺北市,文山區,臺北市立聯合醫院附設政大門診部,臺北市文山區指南路２段１１７號,"{""BNT"": 500, ""AZ"": 500}"
142,新北市,土城區,衛生福利部八里療養院附設土城門診部,新北市土城區青雲路６號１、２樓,"{""BNT"": 500, ""AZ"": 500}"
143,新北市,蘆洲區,衛生福利部八里療養院附設蘆洲門診部,新北市蘆洲區光榮路１１６號１樓,"{""BNT"": 500, ""AZ"": 500}"
144,基隆市,信義區,基隆市立慢性病防治所,基隆市信義區信二路２６６號,"{""BNT"": 500, ""AZ"": 500}"
145,宜蘭縣,宜蘭市,宜蘭縣慢性病防治所,宜蘭縣宜蘭市健康路２段２－２號,"{""BNT"": 500, ""AZ"": 500}"
146,基隆市,中正區,基隆市中正區衛生所,基隆市中正區中正路７８６－１號,"{""BNT"": 500, ""AZ"": 500}"
147,基隆市,七堵區,基隆市七堵區衛生所,基隆市七堵區光明路２１－１（１－２樓）,"{""BNT"": 500, ""AZ"": 500}"
148,基隆市,暖暖區,基隆市暖暖區衛生所,基隆市暖暖區暖暖街２８１巷９８號,"{""BNT"": 500, ""AZ"": 500}"
149,基隆市,仁愛區,基隆市仁愛區衛生所,基隆市仁愛區光一路２６號,"{""BNT"": 500, ""AZ"": 500}"
150,基隆市,中山區,基隆市中山區衛生所,基隆市中山區中山二路１５號,"{""BNT"": 500, ""AZ"": 500}"
151,基隆市,安樂區,基隆市安樂區衛生所,基隆市安樂區安樂路２段１６４號１樓前棟,"{""BNT"": 500, ""AZ"": 500}"
152,基隆市,信義區,基隆市信義區衛生所,基隆市信義區信一路６９號,"{""BNT"": 500, ""AZ"": 500}"
153,新北市,板橋區,新北市板橋區衛生所,新北市板橋區英士路１９２號,"{""BNT"": 500, ""AZ"": 500}"
154,新北市,三重區,新北市三重區衛生所,新北市三重區新北大道１段１號,"{""BNT"": 500, ""AZ"": 500}"
155,新北市,永和區,新北市永和區衛生所,新北市永和區秀朗路１段１３７號,"{""BNT"": 500, ""AZ"": 500}"
156,新北市,中和區,新北市中和區衛生所,新北市中和區南山路４巷３號,"{""BNT"": 500, ""AZ"": 500}"
157,新北市,新店區,新北市新店區衛生所,新北市新店區北新路１段８８巷１１號,"{""BNT"": 500, ""AZ"": 500}"
158,新北市,新莊區,新北市新莊區衛生所,新北市新莊區中華路１段２號1至４樓,"{""BNT"": 500, ""AZ"": 500}"
159,新北市,樹林區,新北市樹林區衛生所,新北市樹林區中山路２段８０－１號,"{""BNT"": 500, ""AZ"": 500}"
160,新北市,鶯歌區,新北市鶯歌區衛生所,新北市鶯歌區文化路３８９號,"{""BNT"": 500, ""AZ"": 500}"
161,新北市,三峽區,新北市三峽區衛生所,新北市三峽區光明路７１號３樓,"{""BNT"": 500, ""AZ"": 500}"
162,新北市,淡水區,新北市淡水區衛生所,新北市淡水區中山路１５８號,"{""BNT"": 500, ""AZ"": 500}"
163,新北市,汐止區,新北市汐止區衛生所,新北市汐止區新台五路１段２６６號地下１樓．地上１至４樓,"{""BNT"": 500, ""AZ"": 500}"
164,新北市,瑞芳區,新北巿瑞芳區衛生所,新北市瑞芳區明燈路３段１號,"{""BNT"": 500, ""AZ"": 500}"
165,新北市,土城區,新北市土城區衛生所,新北市土城區和平路２６號１、２樓,"{""BNT"": 500, ""AZ"": 500}"
166,新北市,蘆洲區,新北市蘆洲區衛生所,新北市蘆洲區中央路５８號,"{""BNT"": 500, ""AZ"": 500}"
167,新北市,五股區,新北市五股區衛生所,新北市五股區中興路４段６７號－１,"{""BNT"": 500, ""AZ"": 500}"
168,新北市,泰山區,新北市泰山區衛生所,新北市泰山區全興路２１２號３樓,"{""BNT"": 500, ""AZ"": 500}"
169,新北市,林口區,新北市林口區衛生所,新北市林口區林口路７０號,"{""BNT"": 500, ""AZ"": 500}"
170,新北市,深坑區,新北市深坑區衛生所,新北市深坑區深坑街１６５號１－３樓,"{""BNT"": 500, ""AZ"": 500}"
171,新北市,石碇區,新北市石碇區衛生所,新北市石碇區潭邊里碇坪路１段８２號,"{""BNT"": 500, ""AZ"": 500}"
172,新北市,坪林區,新北市坪林區衛生所,新北市坪林區坪林街１０４號,"{""BNT"": 500, ""AZ"": 500}"
173,新北市,三芝區,新北市三芝區衛生所,新北市三芝區中山路１段１２號,"{""BNT"": 500, ""AZ"": 500}"
174,新北市,石門區,新北市石門區衛生所,新北市石門區中山路２８號－１,"{""BNT"": 500, ""AZ"": 500}"
175,新北市,八里區,新北市八里區衛生所,新北市八里區舊城路１６號,"{""BNT"": 500, ""AZ"": 500}"
176,新北市,平溪區,新北市平溪區衛生所,新北市平溪區公園街１７號１樓,"{""BNT"": 500, ""AZ"": 500}"
177,新北市,雙溪區,新北市雙溪區衛生所,新北市雙溪區新基南路１８號,"{""BNT"": 500, ""AZ"": 500}"
178,新北市,貢寮區,新北市貢寮區衛生所,新北市貢寮區朝陽街７０巷１０號、新北市貢寮區仁愛路１２８號,"{""BNT"": 500, ""AZ"": 500}"
179,新北市,金山區,新北市金山區衛生所,新北市金山區民生路５９號,"{""BNT"": 500, ""AZ"": 500}"
180,新北市,萬里區,新北市萬里區衛生所,新北市萬里區瑪鍊路１５７號１－３樓及地下１樓,"{""BNT"": 500, ""AZ"": 500}"
181,新北市,烏來區,新北市烏來區衛生所,新北市烏來區新烏路５段１０９號,"{""BNT"": 500, ""AZ"": 500}"
182,宜蘭縣,宜蘭市,宜蘭縣宜蘭市衛生所,宜蘭縣宜蘭市民權里復興路１段３號,"{""BNT"": 500, ""AZ"": 500}"
183,宜蘭縣,羅東鎮,宜蘭縣羅東鎮衛生所,宜蘭縣羅東鎮民生路７９號,"{""BNT"": 500, ""AZ"": 500}"
184,宜蘭縣,蘇澳鎮,宜蘭縣蘇澳鎮衛生所,宜蘭縣蘇澳鎮志成路６０號,"{""BNT"": 500, ""AZ"": 500}"
185,宜蘭縣,頭城鎮,宜蘭縣頭城鎮衛生所,宜蘭縣頭城鎮吉祥路１５號,"{""BNT"": 500, ""AZ"": 500}"
186,宜蘭縣,礁溪鄉,宜蘭縣礁溪鄉衛生所,宜蘭縣礁溪鄉礁溪路４段１２６號,"{""BNT"": 500, ""AZ"": 500}"
187,宜蘭縣,壯圍鄉,宜蘭縣壯圍鄉衛生所,宜蘭縣壯圍鄉中央路２段２９０號,"{""BNT"": 500, ""AZ"": 500}"
188,宜蘭縣,員山鄉,宜蘭縣員山鄉衛生所,宜蘭縣員山鄉復興路２號,"{""BNT"": 500, ""AZ"": 500}"
189,宜蘭縣,冬山鄉,宜蘭縣冬山鄉衛生所,宜蘭縣冬山鄉中正路１６號,"{""BNT"": 500, ""AZ"": 500}"
190,宜蘭縣,五結鄉,宜蘭縣五結鄉衛生所,宜蘭縣五結鄉五結村五結路２段３３７號,"{""BNT"": 500, ""AZ"": 500}"
191,宜蘭縣,三星鄉,宜蘭縣三星鄉衛生所,宜蘭縣三星鄉三星路５段７０號,"{""BNT"": 500, ""AZ"": 500}"
192,宜蘭縣,大同鄉,宜蘭縣大同鄉衛生所,宜蘭縣大同鄉崙埤村朝陽４０號,"{""BNT"": 500, ""AZ"": 500}"
193,宜蘭縣,南澳鄉,宜蘭縣南澳鄉衛生所,宜蘭縣南澳鄉蘇花路２段３７５號,"{""BNT"": 500, ""AZ"": 500}"
194,金門縣,金城鎮,金門縣金城鎮衛生所,金門縣金城鎮民權路１４７號,"{""BNT"": 500, ""AZ"": 500}"
195,金門縣,金沙鎮,金門縣金沙鎮衛生所,金門縣金沙鎮三民路１６號,"{""BNT"": 500, ""AZ"": 500}"
196,金門縣,金湖鎮,金門縣金湖鎮衛生所,金門縣金湖鎮成功７號之１,"{""BNT"": 500, ""AZ"": 500}"
197,金門縣,金寧鄉,金門縣金寧鄉衛生所,金門縣金寧鄉盤山村仁愛新屯２之１號,"{""BNT"": 500, ""AZ"": 500}"
198,金門縣,烈嶼鄉,金門縣烈嶼鄉衛生所,金門縣烈嶼鄉林湖村西宅４６號,"{""BNT"": 500, ""AZ"": 500}"
199,連江縣,北竿鄉,連江縣北竿鄉衛生所,連江縣北竿鄉塘岐村２５號,"{""BNT"": 500, ""AZ"": 500}"
200,連江縣,莒光鄉,連江縣莒光鄉西莒衛生所,連江縣莒光鄉青帆村１４－１號,"{""BNT"": 500, ""AZ"": 500}"
